SEASON_YEAR,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,AVAILABLE_FLAG
2022-23,1629008,Michael Porter Jr.,Michael,1610612743,DEN,Denver Nuggets,0022200676,2023-01-18T00:00:00,DEN vs. MIN,W,22.216666666666665,1,6,0.167,0,3,0.0,2,2,1.0,0,6,6,0,2,1,1,0,1,1,4,-3,15.2,0,0,14.0,1,1,1,1,58,61,61,61,59,60,59,15,21,1,38,8,18,41,7,7,5,1,5,25,62,46,56,4,1,58,1
2022-23,1629008,Michael Porter Jr.,Michael,1610612743,DEN,Denver Nuggets,0022200667,2023-01-17T00:00:00,DEN vs. POR,W,30.566666666666666,9,13,0.692,4,6,0.667,1,1,1.0,0,4,4,0,0,0,0,0,2,1,23,21,27.8,0,0,31.0,1,1,1,1,24,7,31,3,14,38,2,29,36,1,38,34,42,41,41,31,24,1,26,25,10,8,29,4,1,26,1
2022-23,1629008,Michael Porter Jr.,Michael,1610612743,DEN,Denver Nuggets,0022200653,2023-01-15T00:00:00,DEN vs. ORL,W,28.001666666666665,6,13,0.462,4,8,0.5,0,0,0.0,2,2,4,0,1,1,1,0,3,0,16,1,25.8,0,0,28.0,1,1,1,1,39,31,31,36,14,18,15,42,43,42,9,53,42,41,21,7,5,1,49,49,37,41,40,4,1,36,1
2022-23,1629008,Michael Porter Jr.,Michael,1610612743,DEN,Denver Nuggets,0022200639,2023-01-13T00:00:00,DEN @ LAC,W,31.916666666666668,9,17,0.529,2,8,0.25,2,2,1.0,1,3,4,3,1,1,1,0,1,2,22,13,36.3,0,0,35.0,1,1,1,1,17,7,5,26,41,18,48,15,21,1,19,44,42,2,21,7,5,1,5,9,15,20,13,4,1,18,1
2022-23,1629008,Michael Porter Jr.,Michael,1610612743,DEN,Denver Nuggets,0022200624,2023-01-11T00:00:00,DEN vs. PHX,W,22.716666666666665,4,9,0.444,2,7,0.286,1,2,0.5,0,3,3,1,0,0,0,0,4,1,11,20,16.1,0,0,17.0,1,1,1,1,57,50,58,37,41,28,44,29,21,33,38,44,50,21,41,31,24,1,55,25,50,10,54,4,1,54,1
2022-23,1629008,Michael Porter Jr.,Michael,1610612743,DEN,Denver Nuggets,0022200609,2023-01-09T00:00:00,DEN vs. LAL,W,25.883333333333333,5,13,0.385,2,6,0.333,0,0,0.0,2,5,7,0,0,1,1,0,2,0,12,13,26.4,0,0,25.0,1,1,1,1,48,43,31,50,41,38,39,42,43,42,9,15,12,41,41,7,5,1,26,49,47,20,38,4,1,44,1
2022-23,1629008,Michael Porter Jr.,Michael,1610612743,DEN,Denver Nuggets,0022200588,2023-01-06T00:00:00,DEN vs. CLE,W,32.9,5,13,0.385,3,8,0.375,3,4,0.75,3,5,8,1,1,0,0,0,2,2,16,13,26.1,0,0,28.0,1,1,1,1,11,43,31,50,25,18,36,7,6,27,2,15,7,21,21,31,24,1,26,9,37,20,39,4,1,36,1
2022-23,1629008,Michael Porter Jr.,Michael,1610612743,DEN,Denver Nuggets,0022200579,2023-01-05T00:00:00,DEN vs. LAC,W,22.183333333333334,4,10,0.4,1,5,0.2,1,2,0.5,0,5,5,0,1,0,0,1,1,1,10,15,15.0,0,0,16.0,1,1,1,1,59,50,51,45,50,52,50,29,21,33,38,15,32,41,21,31,24,40,5,25,53,16,57,4,1,55,1
2022-23,1629008,Michael Porter Jr.,Michael,1610612743,DEN,Denver Nuggets,0022200557,2023-01-02T00:00:00,DEN @ MIN,L,27.433333333333334,6,9,0.667,4,6,0.667,2,2,1.0,0,2,2,0,2,0,1,0,2,1,18,-4,21.4,0,0,26.0,1,42,42,42,44,31,58,5,14,38,2,15,21,1,38,53,58,41,7,31,5,1,26,25,27,48,48,4,1,40,1
2022-23,1629008,Michael Porter Jr.,Michael,1610612743,DEN,Denver Nuggets,0022200549,2023-01-01T00:00:00,DEN vs. BOS,W,32.6,7,13,0.538,3,7,0.429,2,2,1.0,0,4,4,2,3,0,1,1,1,1,19,11,26.8,0,0,30.0,1,1,1,1,14,19,31,23,25,28,30,15,21,1,38,34,42,5,3,31,5,40,5,25,23,26,36,4,1,29,1
2022-23,1629008,Michael Porter Jr.,Michael,1610612743,DEN,Denver Nuggets,0022200535,2022-12-30T00:00:00,DEN vs. MIA,W,25.333333333333332,4,11,0.364,0,3,0.0,2,4,0.5,1,5,6,3,0,1,0,1,1,3,10,-5,24.7,0,0,21.0,1,1,1,1,50,50,45,53,59,60,59,15,6,33,19,15,18,2,41,7,24,40,5,4,53,49,42,4,1,49,1
2022-23,1629008,Michael Porter Jr.,Michael,1610612743,DEN,Denver Nuggets,0022200522,2022-12-28T00:00:00,DEN @ SAC,L,34.666666666666664,6,12,0.5,4,8,0.5,3,3,1.0,1,6,7,1,4,0,3,2,2,1,19,0,33.9,0,0,37.0,1,42,42,42,5,31,39,27,14,18,15,7,12,1,19,8,12,21,1,31,1,57,26,25,23,44,17,4,1,15,1
2022-23,1629008,Michael Porter Jr.,Michael,1610612743,DEN,Denver Nuggets,0022200514,2022-12-27T00:00:00,DEN @ SAC,W,29.566666666666666,12,20,0.6,5,9,0.556,1,2,0.5,1,5,6,2,2,2,0,0,3,1,30,14,44.2,0,0,47.0,1,1,1,1,32,1,1,11,5,10,10,29,21,33,19,15,18,5,7,2,24,1,49,25,2,18,1,4,1,1,1
2022-23,1629008,Michael Porter Jr.,Michael,1610612743,DEN,Denver Nuggets,0022200497,2022-12-25T00:00:00,DEN vs. PHX,W,34.95,3,11,0.273,0,5,0.0,1,2,0.5,0,8,8,0,0,1,1,2,4,2,7,11,22.6,0,0,19.0,1,1,1,1,4,56,45,57,59,52,59,29,21,33,38,3,7,41,41,7,5,57,55,9,57,26,44,4,1,51,1
2022-23,1629008,Michael Porter Jr.,Michael,1610612743,DEN,Denver Nuggets,0022200489,2022-12-23T00:00:00,DEN vs. POR,W,26.983333333333334,7,13,0.538,2,6,0.333,2,3,0.667,1,4,5,2,1,1,0,0,2,3,18,1,29.0,0,0,29.0,1,1,1,1,46,19,31,23,41,38,39,15,12,30,19,34,32,5,21,7,24,1,26,4,27,41,27,4,1,32,1
2022-23,1629008,Michael Porter Jr.,Michael,1610612743,DEN,Denver Nuggets,0022200258,2022-11-22T00:00:00,DEN vs. DET,L,33.39666666666667,7,15,0.467,1,5,0.2,3,3,1.0,3,5,8,1,1,0,2,1,1,2,18,16,34.1,0,0,32.0,1,42,42,42,9,19,14,34,50,52,50,7,12,1,2,15,7,21,21,31,3,40,5,9,27,15,16,4,1,21,1
2022-23,1629008,Michael Porter Jr.,Michael,1610612743,DEN,Denver Nuggets,0022200246,2022-11-20T00:00:00,DEN @ DAL,W,30.938333333333333,6,11,0.545,1,5,0.2,1,4,0.25,0,5,5,0,2,2,1,0,2,2,14,6,27.0,0,0,26.0,1,1,1,1,22,31,45,22,50,52,50,29,6,41,38,15,32,41,7,2,5,1,26,9,44,35,34,4,1,40,1
2022-23,1629008,Michael Porter Jr.,Michael,1610612743,DEN,Denver Nuggets,0022200230,2022-11-18T00:00:00,DEN @ DAL,L,24.283333333333335,4,15,0.267,1,5,0.2,1,1,1.0,0,3,3,2,1,0,0,0,2,0,10,-21,15.6,0,0,16.0,1,42,42,42,52,50,14,58,50,52,50,29,36,1,38,44,50,5,21,31,24,1,26,49,53,60,55,4,1,55,1
2022-23,1629008,Michael Porter Jr.,Michael,1610612743,DEN,Denver Nuggets,0022200219,2022-11-16T00:00:00,DEN vs. NYK,L,27.676666666666666,1,8,0.125,1,6,0.167,2,2,1.0,0,3,3,2,2,0,0,0,2,1,5,-8,9.6,0,0,11.0,1,42,42,42,42,61,60,62,50,38,55,15,21,1,38,44,50,5,7,31,24,1,26,25,60,54,61,4,1,60,1
2022-23,1629008,Michael Porter Jr.,Michael,1610612743,DEN,Denver Nuggets,0022200196,2022-11-13T00:00:00,DEN @ CHI,W,24.176666666666666,11,16,0.688,6,9,0.667,3,3,1.0,0,1,1,2,0,2,0,0,3,2,31,23,41.2,0,0,44.0,1,1,1,1,53,3,7,4,1,10,2,7,12,1,38,58,60,5,41,2,24,1,49,9,1,4,3,4,1,3,1
2022-23,1629008,Michael Porter Jr.,Michael,1610612743,DEN,Denver Nuggets,0022200176,2022-11-11T00:00:00,DEN @ BOS,L,25.133333333333333,3,10,0.3,1,6,0.167,0,0,0.0,0,4,4,0,0,0,0,1,2,0,7,-24,11.8,0,0,12.0,1,42,42,42,51,56,51,56,50,38,55,42,43,42,38,34,42,41,41,31,24,40,26,49,57,62,59,4,1,59,1
2022-23,1629008,Michael Porter Jr.,Michael,1610612743,DEN,Denver Nuggets,0022200160,2022-11-09T00:00:00,DEN @ IND,W,36.29333333333334,7,14,0.5,3,7,0.429,0,0,0.0,2,4,6,2,1,0,1,0,0,0,17,-6,29.2,0,0,30.0,1,1,1,1,2,19,22,27,25,28,30,42,43,42,9,34,18,5,21,31,5,1,1,49,31,52,26,4,1,29,1
2022-23,1629008,Michael Porter Jr.,Michael,1610612743,DEN,Denver Nuggets,0022200154,2022-11-07T00:00:00,DEN @ SAS,W,30.325,9,16,0.563,4,8,0.5,2,2,1.0,0,6,6,2,0,1,0,1,2,2,24,3,37.2,0,0,38.0,1,1,1,1,25,7,7,19,14,18,15,15,21,1,38,8,18,5,41,7,24,40,26,9,9,40,11,4,1,13,1
2022-23,1629008,Michael Porter Jr.,Michael,1610612743,DEN,Denver Nuggets,0022200138,2022-11-05T00:00:00,DEN vs. SAS,W,29.8,6,10,0.6,3,6,0.5,0,0,0.0,1,8,9,0,2,1,0,0,3,0,15,27,26.8,0,0,29.0,1,1,1,1,30,31,51,11,25,38,15,42,43,42,19,3,4,41,7,7,24,1,49,49,39,3,36,4,1,32,1
2022-23,1629008,Michael Porter Jr.,Michael,1610612743,DEN,Denver Nuggets,0022200119,2022-11-03T00:00:00,DEN @ OKC,W,28.6,4,10,0.4,3,6,0.5,0,0,0.0,1,5,6,2,1,0,0,1,1,1,11,7,20.2,0,0,22.0,1,1,1,1,35,50,51,45,25,38,15,42,43,42,19,15,18,5,21,31,24,40,5,25,50,32,50,4,1,48,1
2022-23,1629008,Michael Porter Jr.,Michael,1610612743,DEN,Denver Nuggets,0022200095,2022-10-30T00:00:00,DEN @ LAL,L,27.83,5,15,0.333,3,10,0.3,4,5,0.8,3,6,9,1,0,1,0,1,4,3,17,10,32.3,0,0,32.0,1,42,42,42,41,43,14,54,25,4,43,4,4,25,2,8,4,21,41,7,24,40,55,4,31,29,22,4,1,21,1
2022-23,1629008,Michael Porter Jr.,Michael,1610612743,DEN,Denver Nuggets,0022200078,2022-10-28T00:00:00,DEN vs. UTA,W,30.05,7,15,0.467,4,5,0.8,4,5,0.8,4,9,13,1,0,0,0,2,2,2,22,22,39.1,1,0,40.0,1,1,1,1,28,19,14,34,14,52,1,4,4,25,1,2,1,21,41,31,24,57,26,9,15,5,8,1,1,7,1
2022-23,1629008,Michael Porter Jr.,Michael,1610612743,DEN,Denver Nuggets,0022200051,2022-10-24T00:00:00,DEN @ POR,L,25.518333333333334,7,14,0.5,4,8,0.5,0,0,0.0,1,3,4,2,1,0,0,1,5,0,18,-3,24.8,0,0,28.0,1,42,42,42,49,19,22,27,14,18,15,42,43,42,19,44,42,5,21,31,24,40,61,49,27,46,41,4,1,36,1
