SEASON_YEAR,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,AVAILABLE_FLAG
2022-23,1631128,Christian Braun,Christian,1610612743,DEN,Denver Nuggets,0022200497,2022-12-25T00:00:00,DEN vs. PHX,W,12.966666666666667,1,1,1.0,1,1,1.0,0,0,0.0,0,1,1,0,0,0,0,0,1,0,3,-6,4.2,0,0,5.0,1,1,1,1,48,41,55,1,9,29,1,27,29,27,34,41,46,36,32,26,17,1,24,34,42,51,52,1,1,48,1
2022-23,1631128,Christian Braun,Christian,1610612743,DEN,Denver Nuggets,0022200465,2022-12-20T00:00:00,DEN vs. MEM,W,28.95,5,11,0.455,2,5,0.4,1,2,0.5,1,2,3,1,1,1,1,1,3,1,13,9,23.1,0,0,23.0,1,1,1,1,6,3,1,39,2,1,21,12,8,14,15,23,23,17,5,13,2,56,62,11,4,7,8,1,1,7,1
2022-23,1631128,Christian Braun,Christian,1610612743,DEN,Denver Nuggets,0022200450,2022-12-18T00:00:00,DEN vs. CHA,W,20.666666666666668,1,3,0.333,0,2,0.0,0,0,0.0,1,4,5,0,0,0,0,0,0,0,2,-11,8.0,0,0,7.0,1,1,1,1,24,41,38,45,26,11,26,27,29,27,15,5,7,36,32,26,17,1,1,34,46,67,40,1,1,39,1
2022-23,1631128,Christian Braun,Christian,1610612743,DEN,Denver Nuggets,0022200437,2022-12-16T00:00:00,DEN @ LAL,L,9.066666666666666,0,2,0.0,0,2,0.0,0,0,0.0,0,1,1,0,1,0,0,0,2,0,0,4,0.2,0,0,1.0,1,50,50,50,55,52,45,52,26,11,26,27,29,27,34,41,46,36,5,26,17,1,47,34,55,14,68,1,1,62,1
2022-23,1631128,Christian Braun,Christian,1610612743,DEN,Denver Nuggets,0022200422,2022-12-14T00:00:00,DEN vs. WAS,W,23.55,3,6,0.5,0,1,0.0,2,4,0.5,0,1,1,0,0,0,0,2,1,2,8,-10,9.2,0,0,9.0,1,1,1,1,17,18,14,30,26,29,26,3,2,14,34,41,46,36,32,26,17,74,24,2,20,65,35,1,1,34,1
2022-23,1631128,Christian Braun,Christian,1610612743,DEN,Denver Nuggets,0022200393,2022-12-10T00:00:00,DEN vs. UTA,W,24.928333333333335,2,3,0.667,0,0,0.0,1,1,1.0,0,2,2,0,1,0,0,1,0,1,5,-12,6.4,0,0,7.0,1,1,1,1,15,27,38,15,26,52,26,12,25,1,34,23,35,36,5,26,17,56,1,11,29,68,46,1,1,39,1
2022-23,1631128,Christian Braun,Christian,1610612743,DEN,Denver Nuggets,0022200376,2022-12-08T00:00:00,DEN @ POR,W,20.405,3,4,0.75,0,0,0.0,0,0,0.0,3,2,5,0,1,0,1,0,2,1,6,10,14.0,0,0,13.0,1,1,1,1,25,18,32,12,26,52,26,27,29,27,1,23,7,36,5,26,2,1,47,11,26,6,25,1,1,25,1
2022-23,1631128,Christian Braun,Christian,1610612743,DEN,Denver Nuggets,0022200362,2022-12-06T00:00:00,DEN vs. DAL,L,15.836666666666666,2,4,0.5,1,2,0.5,0,0,0.0,0,1,1,0,0,0,0,0,5,0,5,5,6.2,0,0,7.0,1,50,50,50,38,27,32,30,9,11,13,27,29,27,34,41,46,36,32,26,17,1,76,34,29,13,48,1,1,39,1
2022-23,1631128,Christian Braun,Christian,1610612743,DEN,Denver Nuggets,0022200344,2022-12-04T00:00:00,DEN @ NOP,L,2.05,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0,0,0.0,1,50,50,50,70,52,64,52,26,52,26,27,29,27,34,54,58,36,32,26,17,1,1,34,55,23,70,1,1,70,1
2022-23,1631128,Christian Braun,Christian,1610612743,DEN,Denver Nuggets,0022200320,2022-11-30T00:00:00,DEN vs. HOU,W,3.1,0,1,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,1,0,0,0,-3,1.2,0,0,1.0,1,1,1,1,66,52,55,52,26,52,26,27,29,27,34,41,46,36,32,26,17,56,1,34,55,43,64,1,1,62,1
